asset_id,wind_speed_mid,power_norm,samples
16,14.0,0.6736111505007153,932.0
16,14.5,0.6567276696157283,746.0
16,15.0,0.6367621023124648,591.0
16,15.5,0.6339660710359408,473.0
16,16.0,0.6328558220921155,427.0
16,16.5,0.616441756851312,343.0
16,17.0,0.6026969393483709,266.0
16,17.5,0.6340143420110194,242.0
16,18.0,0.5847054243589744,234.0
16,18.5,0.5857808545073375,159.0
16,19.0,0.5572496813519814,143.0
16,19.5,0.5556279166666667,110.0
16,20.0,0.5446563540229885,58.0
16,20.5,0.5008822086206897,58.0
16,21.0,0.5964451183333332,40.0
16,21.5,0.6328818868421052,38.0
21,4.0,0.0368853478095238,1575.0
21,4.5,0.057274443599357246,1867.0
21,5.0,0.08453277379603398,2824.0
21,5.5,0.1206304032487888,3509.0
21,6.0,0.17043598042526578,3198.0
21,6.5,0.22692232542579074,3288.0
21,7.0,0.2917061982945228,3049.0
21,7.5,0.362507435799023,2866.0
21,8.0,0.44521821428068936,2843.0
21,8.5,0.5266452829646018,2712.0
21,9.0,0.6088275374434854,2433.0
21,9.5,0.6598680009111618,2195.0
21,10.0,0.701797757754308,1799.0
21,10.5,0.7079671686173634,1555.0
21,11.0,0.6943049048931771,1451.0
21,11.5,0.6595216920585968,1297.0
21,12.0,0.6466595570183931,1033.0
21,12.5,0.6221272112033196,964.0
21,13.0,0.6035688480176212,908.0
21,13.5,0.557164064806867,932.0
21,14.0,0.5477770392479436,851.0
21,14.5,0.5500905739240506,790.0
21,15.0,0.5404400217096336,737.0
21,15.5,0.5255459575581395,688.0
21,16.0,0.5343926636645963,644.0
21,16.5,0.5217581243727598,558.0
21,17.0,0.4935290248826291,426.0
21,17.5,0.479071204620462,303.0
21,18.0,0.47149384920127796,313.0
21,18.5,0.4485494093617021,235.0
21,19.0,0.4435417860465116,172.0
21,19.5,0.39076858145695365,151.0
21,20.0,0.3186681311258278,151.0
21,20.5,0.2729898639455782,147.0
21,21.0,0.1937865918032787,122.0
21,21.5,0.2033333804347826,92.0
21,22.0,0.13355092571428573,70.0
21,22.5,0.08259797142857142,49.0
21,23.0,0.01972918918918919,37.0
21,23.5,0.019329032258064514,31.0
23,4.0,0.040728430538400626,3368.0
23,4.5,0.062183756681246566,3658.0
23,5.0,0.09269244465116278,4730.0
23,5.5,0.13352606776048792,5848.0
23,6.0,0.18730598638756962,5685.0
23,6.5,0.24914872838682534,5546.0
23,7.0,0.32216338122505983,5012.0
23,7.5,0.39908081868778633,4293.0
23,8.0,0.47580239714562933,3779.0
23,8.5,0.5430065933707423,3386.0
23,9.0,0.6023116277239353,2951.0
23,9.5,0.6466861192978454,2630.0
23,10.0,0.6790992343928621,2391.0
23,10.5,0.6963024990369707,2236.0
23,11.0,0.7092740873672532,2103.0
23,11.5,0.7117933395593461,1876.0
23,12.0,0.7032410181656245,1759.0
23,12.5,0.700545915949367,1580.0
23,13.0,0.6971287938637633,1194.0
23,13.5,0.6795873964339493,974.0
23,14.0,0.6638151204347826,782.0
23,14.5,0.6563678210438207,677.0
23,15.0,0.637825366916221,561.0
23,15.5,0.624578818548387,496.0
23,16.0,0.6127225209638554,498.0
23,16.5,0.6146006104924242,352.0
23,17.0,0.5882674671717172,264.0
23,17.5,0.579691744573269,207.0
23,18.0,0.5396502115959596,165.0
23,18.5,0.49894017645299144,156.0
23,19.0,0.4846858333974359,104.0
23,19.5,0.4607149965625,64.0
23,20.0,0.32053662280701756,57.0
23,20.5,0.4532452743333334,40.0
32,4.0,0.04237966499999999,2160.0
32,4.5,0.06353553029930298,2439.0
32,5.0,0.0934333044232437,3459.0
32,5.5,0.13258196870547775,4071.0
32,6.0,0.18764578425531914,3290.0
32,6.5,0.24846986537785587,2845.0
32,7.0,0.3130277466019417,2884.0
32,7.5,0.3826798914590747,2248.0
32,8.0,0.45421083943377144,1978.0
32,8.5,0.5246046326484018,1752.0
32,9.0,0.57242544035198,1591.0
32,9.5,0.601394760569395,1405.0
32,10.0,0.6297307628064244,1183.0
32,10.5,0.636680608988764,979.0
32,11.0,0.6394235838983051,944.0
32,11.5,0.6149710652747253,910.0
32,12.0,0.5991014091015169,857.0
32,12.5,0.5826758958280657,791.0
32,13.0,0.5681278127937337,766.0
32,13.5,0.5407372978552278,746.0
32,14.0,0.5463996533523537,701.0
32,14.5,0.5470179929098966,677.0
32,15.0,0.5375412051485149,505.0
32,15.5,0.547641373549884,431.0
32,16.0,0.5388199835543767,377.0
32,16.5,0.5285859333333334,363.0
32,17.0,0.5380044632911393,316.0
32,17.5,0.513107107118644,295.0
32,18.0,0.48693478888888886,306.0
32,18.5,0.4722310918287938,257.0
32,19.0,0.454592777,200.0
32,19.5,0.4029111554054054,148.0
32,20.0,0.42041825454545456,121.0
32,20.5,0.39319046122448975,98.0
32,21.0,0.37571496428571427,84.0
32,21.5,0.2630800139534884,43.0
32,22.0,0.16035519523809524,42.0
32,22.5,0.0811336,40.0
32,23.0,0.05522670588235295,34.0
33,4.0,0.0416576385440236,2033.0
33,4.5,0.062247800918757965,2351.0
33,5.0,0.09118936640511477,3441.0
33,5.5,0.13008553450232077,3878.0
33,6.0,0.1852729521893491,3380.0
33,6.5,0.24540209617258174,2874.0
33,7.0,0.3133868996345029,2736.0
33,7.5,0.3897113430597015,2680.0
33,8.0,0.47092146462639106,2516.0
33,8.5,0.5520345920374707,2135.0
33,9.0,0.6191453230691056,1968.0
33,9.5,0.6554355832744405,1698.0
33,10.0,0.6775878872501723,1451.0
33,10.5,0.6906908497014925,1340.0
33,11.0,0.679174824717286,1238.0
33,11.5,0.636885064268193,1223.0
33,12.0,0.6182510175763182,1081.0
33,12.5,0.5910921705645161,992.0
33,13.0,0.5741096593406593,1092.0
33,13.5,0.5561806487411883,993.0
33,14.0,0.5606689741468459,967.0
33,14.5,0.5413519206859593,933.0
33,15.0,0.5401401858323495,847.0
33,15.5,0.5333252876494023,753.0
33,16.0,0.5110069038922155,668.0
33,16.5,0.5190479887499999,640.0
33,17.0,0.5107479386554622,476.0
33,17.5,0.5058575291666666,432.0
33,18.0,0.5267638386363637,352.0
33,18.5,0.5228761760273973,292.0
33,19.0,0.49293671925925925,270.0
33,19.5,0.4431831206349206,252.0
33,20.0,0.3415031686956521,230.0
33,20.5,0.32155940957446805,188.0
33,21.0,0.3002402605555556,144.0
33,21.5,0.21577326942148758,121.0
33,22.0,0.10994688888888889,63.0
33,22.5,0.11101251515151514,66.0
33,23.0,0.013416363636363634,33.0
34,4.0,0.06214371859925925,2250.0
34,4.5,0.09001114575349954,3048.0
34,5.0,0.12307541896540965,3739.0
34,5.5,0.1594986501281437,4175.0
34,6.0,0.20751043779141834,4195.0
34,6.5,0.26002864900345574,4437.0
34,7.0,0.3076358395282557,4766.0
34,7.5,0.3594399203218961,4634.0
34,8.0,0.40425985786623714,4346.0
34,8.5,0.44535087422295516,3790.0
34,9.0,0.48531125119070356,3141.0
34,9.5,0.5071882643310658,2499.0
34,10.0,0.5190792944605009,1903.0
34,10.5,0.5346106188638446,1819.0
34,11.0,0.544666087245736,1583.0
34,11.5,0.5552126352320675,1422.0
34,12.0,0.5602707547597865,1124.0
34,12.5,0.5557772159723756,905.0
34,13.0,0.5448031824406332,758.0
34,13.5,0.5271421120677185,507.0
34,14.0,0.5158077523515981,365.0
34,14.5,0.5609787445696721,244.0
34,15.0,0.5208446629480736,199.0
34,15.5,0.5341668555520833,160.0
34,16.0,0.5482721650961538,104.0
34,16.5,0.5581827405555555,90.0
34,17.0,0.5213826011764706,85.0
34,17.5,0.4625454544554456,101.0
34,18.0,0.48485233833333335,90.0
34,18.5,0.4770654715384615,65.0
34,19.0,0.44736261976744185,43.0
34,19.5,0.4129532470588235,34.0
35,4.0,0.04901890434574167,2955.0
35,4.5,0.07456392049046075,3704.0
35,5.0,0.10343081913044863,5223.0
35,5.5,0.14329378421216848,5769.0
35,6.0,0.1975563446044745,5617.0
35,6.5,0.2555160724488979,5414.0
35,7.0,0.32401786687587436,5242.0
35,7.5,0.3891347392145317,4840.0
35,8.0,0.45852608629897523,4424.0
35,8.5,0.5266974056870616,3612.0
35,9.0,0.5889206028262988,3080.0
35,9.5,0.6100927397553517,2616.0
35,10.0,0.6509377794680421,2472.0
35,10.5,0.6641607201767559,2131.0
35,11.0,0.6702309554310488,1999.0
35,11.5,0.6460712041753902,1815.0
35,12.0,0.6248260639091672,1589.0
35,12.5,0.5914455421869047,1400.0
35,13.0,0.5743695568235294,1275.0
35,13.5,0.5855674547681397,1222.0
35,14.0,0.5853287156891767,1081.0
35,14.5,0.5628114552499119,947.0
35,15.0,0.5323016557247212,867.0
35,15.5,0.5237598007768924,753.0
35,16.0,0.5135898381172339,617.0
35,16.5,0.500245691650548,517.0
35,17.0,0.49773688502551017,392.0
35,17.5,0.47505725584319525,338.0
35,18.0,0.49769345123106057,264.0
35,18.5,0.5381247021996616,197.0
35,19.0,0.4834662813199105,149.0
35,19.5,0.40527481547619043,154.0
35,20.0,0.3409612963570128,183.0
35,20.5,0.3380197196467991,151.0
35,21.0,0.3394169476608187,114.0
35,21.5,0.29568661761363635,88.0
35,22.0,0.27619695061728394,54.0
35,22.5,0.28964477083333334,32.0
38,4.0,0.038069612491867265,1537.0
38,4.5,0.05784957575431033,1856.0
38,5.0,0.08688733402922755,2874.0
38,5.5,0.12161539686668636,3383.0
38,6.0,0.17205325388813095,2932.0
38,6.5,0.22872720290611026,2684.0
38,7.0,0.2928624655160511,2897.0
38,7.5,0.3591937169485156,2661.0
38,8.0,0.44332524855967076,2430.0
38,8.5,0.5277978647058824,2380.0
38,9.0,0.6109109348387096,2170.0
38,9.5,0.6640534606896552,1885.0
38,10.0,0.7067665043962847,1615.0
38,10.5,0.7146806850844967,1361.0
38,11.0,0.7045022794830371,1238.0
38,11.5,0.6781727039513679,987.0
38,12.0,0.6671075819927972,833.0
38,12.5,0.650540025220681,793.0
38,13.0,0.6069210392670157,764.0
38,13.5,0.5805668479880776,671.0
38,14.0,0.5702508079268293,656.0
38,14.5,0.5739664508591065,582.0
38,15.0,0.5755335278985507,552.0
38,15.5,0.5608812695095948,469.0
38,16.0,0.5722622054590571,403.0
38,16.5,0.5395689962264151,371.0
38,17.0,0.534490191641791,335.0
38,17.5,0.5383180137339055,233.0
38,18.0,0.5255894650306748,163.0
38,18.5,0.551502728057554,139.0
38,19.0,0.4830848936170212,94.0
38,19.5,0.38738622222222224,81.0
38,20.0,0.34211378723404257,94.0
38,20.5,0.2606071086956522,92.0
38,21.0,0.23174989189189188,74.0
38,21.5,0.16042670967741934,62.0
38,22.0,0.0771448205128205,39.0
42,4.0,0.041779808569838615,1797.0
42,4.5,0.06334865030050854,2163.0
42,5.0,0.09589150744949493,3168.0
42,5.5,0.14114702011963023,3678.0
42,6.0,0.19773086387133829,3482.0
42,6.5,0.2634855469819539,3214.0
42,7.0,0.33834355380246134,3169.0
42,7.5,0.4252309946902655,2825.0
42,8.0,0.5234838908691835,2278.0
42,8.5,0.6279632998462328,1951.0
42,9.0,0.7204131135962331,1699.0
42,9.5,0.7933470205706702,1507.0
42,10.0,0.840343725071225,1404.0
42,10.5,0.8581586759530793,1364.0
42,11.0,0.8637963554216868,1328.0
42,11.5,0.8539691724137931,1160.0
42,12.0,0.8612451563981043,1055.0
42,12.5,0.8446164562569214,903.0
42,13.0,0.8255319127086008,779.0
42,13.5,0.8277109292649099,721.0
42,14.0,0.788513792,625.0
42,14.5,0.7911094777562863,517.0
42,15.0,0.7675398852772467,523.0
42,15.5,0.758577756286267,517.0
42,16.0,0.751646329113924,474.0
42,16.5,0.7747370798898071,363.0
42,17.0,0.7714288121212121,330.0
42,17.5,0.7861301960784314,204.0
42,18.0,0.7621525,200.0
42,18.5,0.7895683060109289,183.0
42,19.0,0.7859065263157894,190.0
42,19.5,0.6795283314285714,175.0
42,20.0,0.49388476923076924,143.0
42,20.5,0.49854761645569623,158.0
42,21.0,0.45492887769784174,139.0
42,21.5,0.34643010144927533,69.0
42,22.0,0.28510046511627907,43.0
43,4.0,0.04343843377638779,2558.0
43,4.5,0.06538622482993196,2940.0
43,5.0,0.09849001924381966,4126.0
43,5.5,0.14042319238678624,4571.0
43,6.0,0.1964614108685555,4306.0
43,6.5,0.2578558305785124,4356.0
43,7.0,0.3289143710917478,3902.0
43,7.5,0.41029232583309594,3511.0
43,8.0,0.5033477909672831,2812.0
43,8.5,0.5982678983620328,2381.0
43,9.0,0.6816480133868809,2241.0
43,9.5,0.7681118683770218,1793.0
43,10.0,0.8235786370106761,1686.0
43,10.5,0.8424647435123718,1657.0
43,11.0,0.8536010447761194,1541.0
43,11.5,0.8379721639575972,1415.0
43,12.0,0.8356138254326562,1329.0
43,12.5,0.8096103060869566,1150.0
43,13.0,0.8146976303418803,936.0
43,13.5,0.8099474465691788,889.0
43,14.0,0.7963536107382551,745.0
43,14.5,0.7933989240506328,632.0
43,15.0,0.7932004624277457,519.0
43,15.5,0.7649482403433477,466.0
43,16.0,0.7711900421940928,474.0
43,16.5,0.7721843910891089,404.0
43,17.0,0.7724504347826087,368.0
43,17.5,0.764371,340.0
43,18.0,0.7784147791164658,249.0
43,18.5,0.7713617167381974,233.0
43,19.0,0.7624945355191256,183.0
43,19.5,0.7647221714285715,175.0
43,20.0,0.7975404166666666,144.0
43,20.5,0.7396232297142856,175.0
43,21.0,0.6468167132867132,143.0
43,21.5,0.6557001228070175,114.0
43,22.0,0.5837459511627906,86.0
43,22.5,0.49045352000000003,65.0
43,23.0,0.49359333333333333,30.0
44,4.0,0.04191886038543896,2802.0
44,4.5,0.06405844697903822,3244.0
44,5.0,0.0959964731135822,5036.0
44,5.5,0.14032054965034962,5291.0
44,6.0,0.19748657774968392,4746.0
44,6.5,0.26206960974519444,4474.0
44,7.0,0.33328710666045647,4294.0
44,7.5,0.4156324774229075,3632.0
44,8.0,0.5103761470298654,3047.0
44,8.5,0.6111526965134707,2524.0
44,9.0,0.7041008107865169,2225.0
44,9.5,0.7848545046923879,1918.0
44,10.0,0.8479045097588978,1742.0
44,10.5,0.8835788009101251,1758.0
44,11.0,0.8857873404761905,1680.0
44,11.5,0.8588425944482059,1477.0
44,12.0,0.8536741604631927,1209.0
44,12.5,0.8473188784383319,1127.0
44,13.0,0.8337043968719452,1023.0
44,13.5,0.8199551814058957,882.0
44,14.0,0.8015678883248731,788.0
44,14.5,0.7857788957055215,652.0
44,15.0,0.7796391843393148,613.0
44,15.5,0.7586813171577123,577.0
44,16.0,0.7652006186440677,472.0
44,16.5,0.7567377367205542,433.0
44,17.0,0.7632799481865284,386.0
44,17.5,0.7873477304964539,282.0
44,18.0,0.767702262443439,221.0
44,18.5,0.7760965775401069,187.0
44,19.0,0.7818302738095239,168.0
44,19.5,0.70991475147929,169.0
44,20.0,0.5837858625,160.0
44,20.5,0.56392288,180.0
44,21.0,0.5416200909090909,110.0
44,21.5,0.5668173636363636,88.0
44,22.0,0.4895380370370371,54.0
50,4.0,0.040279608554216854,1660.0
50,4.5,0.05985027529182878,2056.0
50,5.0,0.0893743408796895,3092.0
50,5.5,0.12916762951490354,3422.0
50,6.0,0.18136877690575748,3109.0
50,6.5,0.24058362364316907,3206.0
50,7.0,0.3097882683770883,3352.0
50,7.5,0.3861171837252475,3232.0
50,8.0,0.4797344548276932,3221.0
50,8.5,0.5797825865160849,2922.0
50,9.0,0.6910642947060971,2739.0
50,9.5,0.7817783787119856,2236.0
50,10.0,0.8587643560229445,2092.0
50,10.5,0.8977972225312935,2157.0
50,11.0,0.8925967575550122,2045.0
50,11.5,0.8863738951779563,1742.0
50,12.0,0.8753177018892508,1535.0
50,12.5,0.8743907137691238,1438.0
50,13.0,0.8689117141376758,1351.0
50,13.5,0.855051011638317,1117.0
50,14.0,0.8387241990846681,874.0
50,14.5,0.8190793886649874,794.0
50,15.0,0.8117866282913165,714.0
50,15.5,0.8057391318681318,637.0
50,16.0,0.7834611809523809,567.0
50,16.5,0.7710380126849895,473.0
50,17.0,0.7775259447236181,398.0
50,17.5,0.7548795705521473,326.0
50,18.0,0.7853190361445783,249.0
50,18.5,0.798650546875,256.0
50,19.0,0.7592084974093265,193.0
50,19.5,0.7779665975609756,164.0
50,20.0,0.7272350975609756,164.0
50,20.5,0.6944654421768708,147.0
50,21.0,0.7367887719298246,114.0
50,21.5,0.5214494166666667,120.0
50,22.0,0.3427019791666666,96.0
50,22.5,0.14550293333333333,75.0
50,23.0,0.02253878787878788,33.0
50,23.5,0.011788117647058824,34.0
52,4.0,0.04381011512272366,2526.0
52,4.5,0.0676122763893153,3257.0
52,5.0,0.10107547947276602,5159.0
52,5.5,0.14531316082224907,4962.0
52,6.0,0.20072916283797518,4919.0
52,6.5,0.2642488447623054,4754.0
52,7.0,0.33757859837814763,4686.0
52,7.5,0.4203556884169884,4144.0
52,8.0,0.5166373373620309,3624.0
52,8.5,0.621847376742692,3113.0
52,9.0,0.715029346539729,2731.0
52,9.5,0.7948647264760147,2168.0
52,10.0,0.84760929348659,2088.0
52,10.5,0.8783134704850362,1938.0
52,11.0,0.8699471750408719,1835.0
52,11.5,0.8619840165137614,1526.0
52,12.0,0.864330142876344,1488.0
52,12.5,0.8486645351973685,1216.0
52,13.0,0.8464354382826477,1118.0
52,13.5,0.8136573085106382,940.0
52,14.0,0.7929874897025171,874.0
52,14.5,0.7956683312418301,765.0
52,15.0,0.7685692220028209,709.0
52,15.5,0.762197560371517,646.0
52,16.0,0.7520993849122807,570.0
52,16.5,0.7447939043824702,502.0
52,17.0,0.7386800524137931,435.0
52,17.5,0.7648364738292012,363.0
52,18.0,0.7564006079027356,329.0
52,18.5,0.7391099664383561,292.0
52,19.0,0.7079044830769231,260.0
52,19.5,0.7042473542600897,223.0
52,20.0,0.579325312745098,204.0
52,20.5,0.5094323098265896,173.0
52,21.0,0.4691209401360544,147.0
52,21.5,0.43355214634146344,82.0
52,22.0,0.38132685294117646,68.0
52,22.5,0.4646258823529412,51.0
53,4.0,0.054423318435590624,3928.0
53,4.5,0.07787254793296168,4664.0
53,5.0,0.10588427781997675,6314.0
53,5.5,0.14367348512526473,6610.0
53,6.0,0.19477306539325775,5646.0
53,6.5,0.2470033061501078,5103.0
53,7.0,0.3086020603370487,4755.0
53,7.5,0.3749636298568248,4342.0
53,8.0,0.44782791532615385,3900.0
53,8.5,0.5137996888690286,3133.0
