scada_column,lag_hours,overlap_hours,pearson_r,lag_days,rank
wind_speed_236_avg,-26848,752,0.43802443658229545,-1118.6666666666667,87
wind_speed_236_avg,-11,17584,0.43724185018486256,-0.4583333333333333,88
wind_speed_236_avg,8767,17584,0.4345406106754468,365.2916666666667,89
wind_speed_236_avg,11,17584,0.4318931655885931,0.4583333333333333,90
wind_speed_236_avg,26311,17584,0.4284397515894379,1096.2916666666667,91
wind_speed_236_avg,-26849,751,0.42812379147421875,-1118.7083333333333,92
wind_speed_236_avg,8753,17584,0.4273115125130164,364.7083333333333,93
wind_speed_236_avg,26294,17584,0.42662265367952745,1095.5833333333333,94
wind_speed_236_avg,-12,17584,0.4264464205385206,-0.5,95
wind_speed_236_avg,-26832,768,0.4264051226872567,-1118.0,96
wind_speed_236_avg,56353,1417,0.425556734355852,2348.0416666666665,97
wind_speed_236_avg,8768,17584,0.4254978969729591,365.3333333333333,98
wind_speed_236_avg,56375,1439,0.42228445593127445,2348.9583333333335,99
wind_speed_236_avg,12,17584,0.42064323743179033,0.5,100
wind_speed_236_avg,-26850,750,0.41648290956851775,-1118.75,101
wind_speed_236_avg,8769,17584,0.41645641240011116,365.375,102
wind_speed_236_avg,-13,17584,0.41636218832518584,-0.5416666666666666,103
wind_speed_236_avg,8752,17584,0.41566974416044034,364.6666666666667,104
wind_speed_236_avg,26312,17584,0.4141184221454128,1096.3333333333333,105
wind_speed_236_avg,-26831,769,0.4141144626245739,-1117.9583333333333,106
wind_speed_236_avg,26293,17584,0.4122143096256881,1095.5416666666667,107
wind_speed_236_avg,56352,1416,0.4116786672422335,2348.0,108
wind_speed_236_avg,13,17584,0.409986247692851,0.5416666666666666,109
wind_speed_236_avg,8770,17584,0.4077223773804022,365.4166666666667,110
wind_speed_236_avg,-14,17584,0.4065099836462812,-0.5833333333333334,111
wind_speed_236_avg,8751,17584,0.40479226067312873,364.625,112
wind_speed_236_avg,-26851,749,0.4043378173720328,-1118.7916666666667,113
wind_speed_236_avg,-26830,770,0.4033021495512905,-1117.9166666666667,114
wind_speed_236_avg,56376,1440,0.40318916211236844,2349.0,115
wind_speed_236_avg,26313,17584,0.4003747236679718,1096.375,116
wind_speed_236_avg,56351,1415,0.4001632989558884,2347.9583333333335,117
wind_speed_236_avg,14,17584,0.40003855232251806,0.5833333333333334,118
wind_speed_236_avg,8771,17584,0.39927160960889385,365.4583333333333,119
wind_speed_236_avg,26292,17584,0.39841762529459845,1095.5,120
wind_speed_237_avg,0,17584,0.5353315867291535,0.0,1
wind_speed_237_avg,-1,17584,0.5350332011868043,-0.041666666666666664,2
wind_speed_237_avg,1,17584,0.5294100258117943,0.041666666666666664,3
wind_speed_237_avg,26303,17584,0.5284816228188142,1095.9583333333333,4
wind_speed_237_avg,-2,17584,0.5276311134484228,-0.08333333333333333,5
wind_speed_237_avg,26302,17584,0.5260167723286318,1095.9166666666667,6
wind_speed_237_avg,56364,1428,0.5250653649503164,2348.5,7
wind_speed_237_avg,56363,1427,0.5245182077913215,2348.4583333333335,8
wind_speed_237_avg,56365,1429,0.5238641920427675,2348.5416666666665,9
wind_speed_237_avg,26304,17584,0.5234459518707315,1096.0,10
wind_speed_237_avg,56362,1426,0.5210502843491522,2348.4166666666665,11
wind_speed_237_avg,56366,1430,0.5205535193458287,2348.5833333333335,12
wind_speed_237_avg,2,17584,0.520515492961877,0.08333333333333333,13
wind_speed_237_avg,26301,17584,0.5175213159425417,1095.875,14
wind_speed_237_avg,56367,1431,0.5169643196487489,2348.625,15
wind_speed_237_avg,56361,1425,0.5167192347822412,2348.375,16
wind_speed_237_avg,-3,17584,0.5166612811746704,-0.125,17
wind_speed_237_avg,26305,17584,0.5133303637280617,1096.0416666666667,18
wind_speed_237_avg,56368,1432,0.5131031160889272,2348.6666666666665,19
wind_speed_237_avg,56360,1424,0.5109566537635369,2348.3333333333335,20
wind_speed_237_avg,3,17584,0.5095935923784148,0.125,21
wind_speed_237_avg,56369,1433,0.5089224333574837,2348.7083333333335,22
wind_speed_237_avg,26300,17584,0.5060453667833784,1095.8333333333333,23
wind_speed_237_avg,-4,17584,0.5040311537832921,-0.16666666666666666,24
wind_speed_237_avg,56359,1423,0.5022829223249761,2348.2916666666665,25
wind_speed_237_avg,8760,17584,0.5011618249238787,365.0,26
wind_speed_237_avg,26306,17584,0.5008951725155983,1096.0833333333333,27
wind_speed_237_avg,8759,17584,0.5005793742024905,364.9583333333333,28
wind_speed_237_avg,56370,1434,0.5003960828755861,2348.75,29
wind_speed_237_avg,4,17584,0.49773602543415474,0.16666666666666666,30
wind_speed_237_avg,8761,17584,0.49728425818759053,365.0416666666667,31
wind_speed_237_avg,8758,17584,0.4944378582676515,364.9166666666667,32
wind_speed_237_avg,26299,17584,0.4926774889505072,1095.7916666666667,33
wind_speed_237_avg,8762,17584,0.49137059564105084,365.0833333333333,34
wind_speed_237_avg,-5,17584,0.49118795419241656,-0.20833333333333334,35
wind_speed_237_avg,56358,1422,0.4905002631975721,2348.25,36
wind_speed_237_avg,56371,1435,0.4896295428966337,2348.7916666666665,37
wind_speed_237_avg,26307,17584,0.4866787027585369,1096.125,38
wind_speed_237_avg,8757,17584,0.48512912067901554,364.875,39
wind_speed_237_avg,5,17584,0.4850347202642138,0.20833333333333334,40
wind_speed_237_avg,8763,17584,0.483241163911727,365.125,41
wind_speed_237_avg,-26841,759,0.48147049578075823,-1118.375,42
wind_speed_237_avg,-26840,760,0.48050717178079483,-1118.3333333333333,43
wind_speed_237_avg,-26842,758,0.4804287866925608,-1118.4166666666667,44
wind_speed_237_avg,56357,1421,0.47952665920681536,2348.2083333333335,45
wind_speed_237_avg,-26839,761,0.4792227309593431,-1118.2916666666667,46
wind_speed_237_avg,-6,17584,0.478619359470802,-0.25,47
wind_speed_237_avg,26298,17584,0.4784784425498225,1095.75,48
wind_speed_237_avg,-26843,757,0.4777289571311605,-1118.4583333333333,49
wind_speed_237_avg,-26838,762,0.4773334682863427,-1118.25,50
wind_speed_237_avg,56372,1436,0.47529081742990087,2348.8333333333335,51
wind_speed_237_avg,8764,17584,0.4737433914213861,365.1666666666667,52
wind_speed_237_avg,8756,17584,0.4736145577403939,364.8333333333333,53
wind_speed_237_avg,-26844,756,0.47323476550712346,-1118.5,54
wind_speed_237_avg,-26837,763,0.47269379164129205,-1118.2083333333333,55
wind_speed_237_avg,6,17584,0.4725860654286619,0.25,56
wind_speed_237_avg,26308,17584,0.4711624688746036,1096.1666666666667,57
wind_speed_237_avg,-26836,764,0.46824654851362235,-1118.1666666666667,58
wind_speed_237_avg,56356,1420,0.46774928721098136,2348.1666666666665,59
wind_speed_237_avg,-26845,755,0.4668261084048844,-1118.5416666666667,60
wind_speed_237_avg,-7,17584,0.4661905151582151,-0.2916666666666667,61
wind_speed_237_avg,26297,17584,0.463962225614056,1095.7083333333333,62
wind_speed_237_avg,8765,17584,0.46389354800444177,365.2083333333333,63
wind_speed_237_avg,-26835,765,0.46105877260268047,-1118.125,64
wind_speed_237_avg,8755,17584,0.46088366976122735,364.7916666666667,65
wind_speed_237_avg,7,17584,0.4603129342248642,0.2916666666666667,66
wind_speed_237_avg,56373,1437,0.4601628536267714,2348.875,67
wind_speed_237_avg,-26846,754,0.45794774755214046,-1118.5833333333333,68
wind_speed_237_avg,26309,17584,0.45505998385953494,1096.2083333333333,69
wind_speed_237_avg,56355,1419,0.4546920791029482,2348.125,70
wind_speed_237_avg,8766,17584,0.45412343235438113,365.25,71
wind_speed_237_avg,-8,17584,0.453766050585157,-0.3333333333333333,72
wind_speed_237_avg,-26834,766,0.4510509697787046,-1118.0833333333333,73
wind_speed_237_avg,-26847,753,0.44930373257558226,-1118.625,74
wind_speed_237_avg,26296,17584,0.4491823076553489,1095.6666666666667,75
wind_speed_237_avg,8,17584,0.4485387197566845,0.3333333333333333,76
wind_speed_237_avg,8754,17584,0.448388023833229,364.75,77
wind_speed_237_avg,56374,1438,0.4451672163843372,2348.9166666666665,78
wind_speed_237_avg,8767,17584,0.4444835859845435,365.2916666666667,79
wind_speed_237_avg,-9,17584,0.4417666420232352,-0.375,80
wind_speed_237_avg,56354,1418,0.441314952352427,2348.0833333333335,81
wind_speed_237_avg,-26833,767,0.43996726358454064,-1118.0416666666667,82
wind_speed_237_avg,-26848,752,0.4396507327156221,-1118.6666666666667,83
wind_speed_237_avg,26310,17584,0.4391321769920165,1096.25,84
wind_speed_237_avg,9,17584,0.43741276013634917,0.375,85
wind_speed_237_avg,8753,17584,0.4361514804160273,364.7083333333333,86
wind_speed_237_avg,8768,17584,0.43491301296432083,365.3333333333333,87
wind_speed_237_avg,26295,17584,0.4344414462665748,1095.625,88
wind_speed_237_avg,-10,17584,0.4306384735443961,-0.4166666666666667,89
wind_speed_237_avg,-26849,751,0.4296796159300261,-1118.7083333333333,90
wind_speed_237_avg,-26832,768,0.4284268509292766,-1118.0,91
wind_speed_237_avg,56353,1417,0.4267297060955707,2348.0416666666665,92
wind_speed_237_avg,56375,1439,0.42664204124241856,2348.9583333333335,93
wind_speed_237_avg,10,17584,0.4261638043718068,0.4166666666666667,94
wind_speed_237_avg,8769,17584,0.42540905240004934,365.375,95
wind_speed_237_avg,8752,17584,0.42373403196823456,364.6666666666667,96
wind_speed_237_avg,26311,17584,0.42332342525179834,1096.2916666666667,97
wind_speed_237_avg,-11,17584,0.42015419857351616,-0.4583333333333333,98
wind_speed_237_avg,26294,17584,0.4196186588314885,1095.5833333333333,99
wind_speed_237_avg,-26850,750,0.41783502836040015,-1118.75,100
wind_speed_237_avg,8770,17584,0.4162908840144998,365.4166666666667,101
wind_speed_237_avg,-26831,769,0.4162560674645249,-1117.9583333333333,102
wind_speed_237_avg,11,17584,0.4149103260667032,0.4583333333333333,103
wind_speed_237_avg,56352,1416,0.41258307615192447,2348.0,104
wind_speed_237_avg,8751,17584,0.412056478112432,364.625,105
wind_speed_237_avg,-12,17584,0.4101062563900037,-0.5,106
wind_speed_237_avg,26312,17584,0.4089861287731458,1096.3333333333333,107
wind_speed_237_avg,8771,17584,0.4074646347460066,365.4583333333333,108
wind_speed_237_avg,56376,1440,0.4074594544816998,2349.0,109
wind_speed_237_avg,-26830,770,0.40556207582825593,-1117.9166666666667,110
wind_speed_237_avg,-26851,749,0.4054720196512374,-1118.7916666666667,111
wind_speed_237_avg,26293,17584,0.40507489438109895,1095.5416666666667,112
wind_speed_237_avg,12,17584,0.40433620426658196,0.5,113
wind_speed_237_avg,8750,17584,0.4011957347218179,364.5833333333333,114
wind_speed_237_avg,56351,1415,0.40083875659546503,2347.9583333333335,115
wind_speed_237_avg,-13,17584,0.4007265546735536,-0.5416666666666666,116
wind_speed_237_avg,8772,17584,0.3992431501382672,365.5,117
wind_speed_237_avg,-26829,771,0.3965682279017829,-1117.875,118
wind_speed_237_avg,26313,17584,0.39529199863565617,1096.375,119
wind_speed_237_avg,13,17584,0.39425700755578574,0.5416666666666666,120
