analysis_label,characteristic,characteristic_value,exposure_threshold,exposure_threshold_description,turbine_count,farm_count,oem_count,observed_steady_turbine_years,high_confidence_event_count,high_confidence_duplicate_adjusted_event_count,high_medium_event_count,high_medium_duplicate_adjusted_event_count,primary_raw_intervention_intensity_per_turbine_year,primary_duplicate_adjusted_intervention_intensity_per_turbine_year,sensitivity_raw_intervention_intensity_per_turbine_year,sensitivity_duplicate_adjusted_intervention_intensity_per_turbine_year,zero_event_turbine_count,zero_event_turbine_share,dominant_farm,dominant_farm_turbine_share,dominant_oem,dominant_oem_turbine_share,short_age_turbine_share,interpretation_flag
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2022,all_turbines,all,435,4,3,913.3333333333333,3,3.0,8,8.0,0.0032846715328467154,0.0032846715328467154,0.008759124087591242,0.008759124087591242,432,0.993103448275862,Hornsea Project 2,0.3793103448275862,Vestas,0.4367816091954023,0.0,short_operational_age
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2012,all_turbines,all,81,2,2,988.7499999999999,3,3.0,4,4.0,0.0030341340075853355,0.0030341340075853355,0.004045512010113781,0.004045512010113781,78,0.9629629629629629,Walney 2,0.6296296296296297,Siemens,0.6296296296296297,0.0,single_farm_dominated
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2025,all_turbines,all,187,4,2,0.0,0,0.0,0,0.0,,,,,187,1.0,Moray West,0.32085561497326204,Siemens Gamesa,0.732620320855615,1.0,insufficient_exposure
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2021,min_1yr,>=1 steady observed year,154,3,2,500.08333333333337,202,202.0,361,361.0,0.4039326778870188,0.4039326778870188,0.7218796867188801,0.7218796867188801,90,0.5844155844155844,Borssele Kavel III and IV,0.5,Vestas,0.5324675324675324,0.0,robust_enough_for_exploratory_comparison
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2023,min_1yr,>=1 steady observed year,38,1,1,53.83333333333332,20,18.5,112,101.66666666666666,0.37151702786377716,0.3436532507739939,2.080495356037152,1.8885448916408671,25,0.6578947368421053,Kaskasi,1.0,Siemens Gamesa,1.0,1.0,short_operational_age
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2002,min_1yr,>=1 steady observed year,80,1,1,1200.0,242,242.0,571,571.0,0.20166666666666666,0.20166666666666666,0.47583333333333333,0.47583333333333333,19,0.2375,Horns Rev I,1.0,Vestas,1.0,0.0,single_farm_dominated
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2003,min_1yr,>=1 steady observed year,94,4,4,1410.0,283,283.0,528,527.5,0.20070921985815604,0.20070921985815604,0.37446808510638296,0.374113475177305,29,0.30851063829787234,Nysted,0.7659574468085106,Bonus,0.8723404255319149,0.0,single_farm_dominated
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,1995,min_1yr,>=1 steady observed year,10,1,1,150.0,30,30.0,34,34.0,0.2,0.2,0.22666666666666666,0.22666666666666666,3,0.3,Tunm Knob,1.0,Vestas,1.0,0.0,insufficient_exposure
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2007,min_1yr,>=1 steady observed year,109,3,2,1635.0,278,278.0,331,331.0,0.17003058103975535,0.17003058103975535,0.20244648318042813,0.20244648318042813,58,0.5321100917431193,Lillgrund,0.44036697247706424,Siemens,0.6697247706422018,0.0,robust_enough_for_exploratory_comparison
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2016,min_1yr,>=1 steady observed year,97,1,1,767.9166666666667,110,110.0,207,205.5,0.14324470971242537,0.14324470971242537,0.2695604991861096,0.2676071622354856,65,0.6701030927835051,Gode Wind 1 and 2,1.0,Siemens,1.0,0.0,single_farm_dominated
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2019,min_1yr,>=1 steady observed year,495,7,4,2450.0,209,208.5,827,819.5,0.08530612244897959,0.08510204081632652,0.33755102040816326,0.33448979591836736,373,0.7535353535353535,Hornsea Project 1,0.3515151515151515,Siemens Gamesa,0.494949494949495,0.0,robust_enough_for_exploratory_comparison
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2015,min_1yr,>=1 steady observed year,892,13,4,7989.0,633,622.8333333333333,2128,2082.333333333333,0.07923394667668043,0.07796136354153627,0.2663662535986982,0.26065006049985395,599,0.67152466367713,Gwynt y Mor,0.17937219730941703,Siemens,0.6647982062780269,0.0,robust_enough_for_exploratory_comparison
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2011,min_1yr,>=1 steady observed year,75,3,1,977.25,72,72.0,222,222.0,0.07367613200306984,0.07367613200306984,0.227168073676132,0.227168073676132,49,0.6533333333333333,Walney 1,0.68,Siemens,1.0,0.0,single_farm_dominated
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2010,min_1yr,>=1 steady observed year,456,7,4,6364.416666666668,437,436.5,1263,1261.5,0.06866300917863642,0.06858444738323752,0.19844709517761508,0.1982114097914184,296,0.6491228070175439,Thanet,0.21929824561403508,Siemens,0.5021929824561403,0.0,robust_enough_for_exploratory_comparison
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2018,min_1yr,>=1 steady observed year,538,11,4,3213.166666666666,179,177.5,774,770.0,0.05570828362466934,0.05524145443228384,0.2408838632709166,0.23963898542455525,477,0.8866171003717472,Rampion,0.21561338289962825,Vestas,0.42379182156133827,0.0,robust_enough_for_exploratory_comparison
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2020,min_1yr,>=1 steady observed year,325,7,3,1283.4166666666665,68,67.0,108,104.5,0.05298357249529252,0.052204402311538216,0.08415037984546458,0.08142328420232453,303,0.9323076923076923,East Anglia One,0.31384615384615383,Siemens Gamesa,0.8307692307692308,0.0,robust_enough_for_exploratory_comparison
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2017,min_1yr,>=1 steady observed year,515,9,3,3700.916666666666,153,153.0,404,404.0,0.04134110918466147,0.04134110918466147,0.10916214451374662,0.10916214451374662,421,0.8174757281553398,Gemini,0.2912621359223301,Siemens,0.7009708737864078,0.0,robust_enough_for_exploratory_comparison
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2014,min_1yr,>=1 steady observed year,317,5,2,3132.4166666666665,119,119.0,352,352.0,0.0379898374524462,0.0379898374524462,0.11237330069967279,0.11237330069967279,258,0.8138801261829653,West of Duddon Sands,0.34069400630914826,Siemens,0.7728706624605678,0.0,robust_enough_for_exploratory_comparison
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2013,min_1yr,>=1 steady observed year,717,7,3,7888.749999999999,245,245.0,629,629.0,0.031056884804309938,0.031056884804309938,0.07973379813024878,0.07973379813024878,596,0.8312412831241283,London Array,0.24407252440725244,Siemens,0.8214783821478382,0.0,robust_enough_for_exploratory_comparison
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2001,min_1yr,>=1 steady observed year,20,1,1,300.0,7,7.0,17,17.0,0.023333333333333334,0.023333333333333334,0.056666666666666664,0.056666666666666664,13,0.65,Middelgrunden,1.0,Bonus,1.0,0.0,single_farm_dominated
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2004,min_1yr,>=1 steady observed year,60,2,1,900.0,20,20.0,23,23.0,0.022222222222222223,0.022222222222222223,0.025555555555555557,0.025555555555555557,46,0.7666666666666667,North Hoyle,0.5,Vestas,1.0,0.0,single_oem_farm_confounded
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2009,min_1yr,>=1 steady observed year,176,6,4,2626.666666666667,57,52.333333333333336,107,92.83333333333334,0.021700507614213195,0.019923857868020305,0.040736040609137054,0.035342639593908626,136,0.7727272727272727,Beatrice Offshore Wind Farm,0.4772727272727273,Siemens Gamesa,0.4772727272727273,0.0,robust_enough_for_exploratory_comparison
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2005,min_1yr,>=1 steady observed year,30,1,1,450.0,5,5.0,10,10.0,0.011111111111111112,0.011111111111111112,0.022222222222222223,0.022222222222222223,25,0.8333333333333334,Kentish Flats,1.0,Vestas,1.0,0.0,single_farm_dominated
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2008,min_1yr,>=1 steady observed year,60,1,1,900.0,6,6.0,11,11.0,0.006666666666666667,0.006666666666666667,0.012222222222222223,0.012222222222222223,54,0.9,OWF Prinses Amalia,1.0,Vestas,1.0,0.0,single_farm_dominated
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2006,min_1yr,>=1 steady observed year,30,1,1,450.0,2,2.0,6,6.0,0.0044444444444444444,0.0044444444444444444,0.013333333333333334,0.013333333333333334,28,0.9333333333333333,Barrow,1.0,Vestas,1.0,0.0,single_farm_dominated
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2022,min_1yr,>=1 steady observed year,435,4,3,913.3333333333333,3,3.0,8,8.0,0.0032846715328467154,0.0032846715328467154,0.008759124087591242,0.008759124087591242,432,0.993103448275862,Hornsea Project 2,0.3793103448275862,Vestas,0.4367816091954023,0.0,short_operational_age
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2012,min_1yr,>=1 steady observed year,81,2,2,988.7499999999999,3,3.0,4,4.0,0.0030341340075853355,0.0030341340075853355,0.004045512010113781,0.004045512010113781,78,0.9629629629629629,Walney 2,0.6296296296296297,Siemens,0.6296296296296297,0.0,single_farm_dominated
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2002,min_3yr,>=3 steady observed years,80,1,1,1200.0,242,242.0,571,571.0,0.20166666666666666,0.20166666666666666,0.47583333333333333,0.47583333333333333,19,0.2375,Horns Rev I,1.0,Vestas,1.0,0.0,single_farm_dominated
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2003,min_3yr,>=3 steady observed years,94,4,4,1410.0,283,283.0,528,527.5,0.20070921985815604,0.20070921985815604,0.37446808510638296,0.374113475177305,29,0.30851063829787234,Nysted,0.7659574468085106,Bonus,0.8723404255319149,0.0,single_farm_dominated
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,1995,min_3yr,>=3 steady observed years,10,1,1,150.0,30,30.0,34,34.0,0.2,0.2,0.22666666666666666,0.22666666666666666,3,0.3,Tunm Knob,1.0,Vestas,1.0,0.0,insufficient_exposure
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2007,min_3yr,>=3 steady observed years,109,3,2,1635.0,278,278.0,331,331.0,0.17003058103975535,0.17003058103975535,0.20244648318042813,0.20244648318042813,58,0.5321100917431193,Lillgrund,0.44036697247706424,Siemens,0.6697247706422018,0.0,robust_enough_for_exploratory_comparison
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2016,min_3yr,>=3 steady observed years,97,1,1,767.9166666666667,110,110.0,207,205.5,0.14324470971242537,0.14324470971242537,0.2695604991861096,0.2676071622354856,65,0.6701030927835051,Gode Wind 1 and 2,1.0,Siemens,1.0,0.0,single_farm_dominated
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2019,min_3yr,>=3 steady observed years,495,7,4,2450.0,209,208.5,827,819.5,0.08530612244897959,0.08510204081632652,0.33755102040816326,0.33448979591836736,373,0.7535353535353535,Hornsea Project 1,0.3515151515151515,Siemens Gamesa,0.494949494949495,0.0,robust_enough_for_exploratory_comparison
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2015,min_3yr,>=3 steady observed years,892,13,4,7989.0,633,622.8333333333333,2128,2082.333333333333,0.07923394667668043,0.07796136354153627,0.2663662535986982,0.26065006049985395,599,0.67152466367713,Gwynt y Mor,0.17937219730941703,Siemens,0.6647982062780269,0.0,robust_enough_for_exploratory_comparison
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2011,min_3yr,>=3 steady observed years,75,3,1,977.25,72,72.0,222,222.0,0.07367613200306984,0.07367613200306984,0.227168073676132,0.227168073676132,49,0.6533333333333333,Walney 1,0.68,Siemens,1.0,0.0,single_farm_dominated
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2010,min_3yr,>=3 steady observed years,456,7,4,6364.416666666668,437,436.5,1263,1261.5,0.06866300917863642,0.06858444738323752,0.19844709517761508,0.1982114097914184,296,0.6491228070175439,Thanet,0.21929824561403508,Siemens,0.5021929824561403,0.0,robust_enough_for_exploratory_comparison
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2018,min_3yr,>=3 steady observed years,538,11,4,3213.166666666666,179,177.5,774,770.0,0.05570828362466934,0.05524145443228384,0.2408838632709166,0.23963898542455525,477,0.8866171003717472,Rampion,0.21561338289962825,Vestas,0.42379182156133827,0.0,robust_enough_for_exploratory_comparison
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2020,min_3yr,>=3 steady observed years,325,7,3,1283.4166666666665,68,67.0,108,104.5,0.05298357249529252,0.052204402311538216,0.08415037984546458,0.08142328420232453,303,0.9323076923076923,East Anglia One,0.31384615384615383,Siemens Gamesa,0.8307692307692308,0.0,robust_enough_for_exploratory_comparison
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2017,min_3yr,>=3 steady observed years,515,9,3,3700.916666666666,153,153.0,404,404.0,0.04134110918466147,0.04134110918466147,0.10916214451374662,0.10916214451374662,421,0.8174757281553398,Gemini,0.2912621359223301,Siemens,0.7009708737864078,0.0,robust_enough_for_exploratory_comparison
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2014,min_3yr,>=3 steady observed years,317,5,2,3132.4166666666665,119,119.0,352,352.0,0.0379898374524462,0.0379898374524462,0.11237330069967279,0.11237330069967279,258,0.8138801261829653,West of Duddon Sands,0.34069400630914826,Siemens,0.7728706624605678,0.0,robust_enough_for_exploratory_comparison
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2013,min_3yr,>=3 steady observed years,717,7,3,7888.749999999999,245,245.0,629,629.0,0.031056884804309938,0.031056884804309938,0.07973379813024878,0.07973379813024878,596,0.8312412831241283,London Array,0.24407252440725244,Siemens,0.8214783821478382,0.0,robust_enough_for_exploratory_comparison
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2001,min_3yr,>=3 steady observed years,20,1,1,300.0,7,7.0,17,17.0,0.023333333333333334,0.023333333333333334,0.056666666666666664,0.056666666666666664,13,0.65,Middelgrunden,1.0,Bonus,1.0,0.0,single_farm_dominated
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2004,min_3yr,>=3 steady observed years,60,2,1,900.0,20,20.0,23,23.0,0.022222222222222223,0.022222222222222223,0.025555555555555557,0.025555555555555557,46,0.7666666666666667,North Hoyle,0.5,Vestas,1.0,0.0,single_oem_farm_confounded
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2009,min_3yr,>=3 steady observed years,176,6,4,2626.666666666667,57,52.333333333333336,107,92.83333333333334,0.021700507614213195,0.019923857868020305,0.040736040609137054,0.035342639593908626,136,0.7727272727272727,Beatrice Offshore Wind Farm,0.4772727272727273,Siemens Gamesa,0.4772727272727273,0.0,robust_enough_for_exploratory_comparison
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2005,min_3yr,>=3 steady observed years,30,1,1,450.0,5,5.0,10,10.0,0.011111111111111112,0.011111111111111112,0.022222222222222223,0.022222222222222223,25,0.8333333333333334,Kentish Flats,1.0,Vestas,1.0,0.0,single_farm_dominated
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2021,min_3yr,>=3 steady observed years,77,1,1,275.9166666666666,3,3.0,3,3.0,0.01087284808215041,0.01087284808215041,0.01087284808215041,0.01087284808215041,75,0.974025974025974,Borssele Kavel III and IV,1.0,Vestas,1.0,0.0,single_farm_dominated
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2008,min_3yr,>=3 steady observed years,60,1,1,900.0,6,6.0,11,11.0,0.006666666666666667,0.006666666666666667,0.012222222222222223,0.012222222222222223,54,0.9,OWF Prinses Amalia,1.0,Vestas,1.0,0.0,single_farm_dominated
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2006,min_3yr,>=3 steady observed years,30,1,1,450.0,2,2.0,6,6.0,0.0044444444444444444,0.0044444444444444444,0.013333333333333334,0.013333333333333334,28,0.9333333333333333,Barrow,1.0,Vestas,1.0,0.0,single_farm_dominated
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2012,min_3yr,>=3 steady observed years,81,2,2,988.7499999999999,3,3.0,4,4.0,0.0030341340075853355,0.0030341340075853355,0.004045512010113781,0.004045512010113781,78,0.9629629629629629,Walney 2,0.6296296296296297,Siemens,0.6296296296296297,0.0,single_farm_dominated
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2002,min_5yr,>=5 steady observed years,80,1,1,1200.0,242,242.0,571,571.0,0.20166666666666666,0.20166666666666666,0.47583333333333333,0.47583333333333333,19,0.2375,Horns Rev I,1.0,Vestas,1.0,0.0,single_farm_dominated
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2003,min_5yr,>=5 steady observed years,94,4,4,1410.0,283,283.0,528,527.5,0.20070921985815604,0.20070921985815604,0.37446808510638296,0.374113475177305,29,0.30851063829787234,Nysted,0.7659574468085106,Bonus,0.8723404255319149,0.0,single_farm_dominated
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,1995,min_5yr,>=5 steady observed years,10,1,1,150.0,30,30.0,34,34.0,0.2,0.2,0.22666666666666666,0.22666666666666666,3,0.3,Tunm Knob,1.0,Vestas,1.0,0.0,insufficient_exposure
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2007,min_5yr,>=5 steady observed years,109,3,2,1635.0,278,278.0,331,331.0,0.17003058103975535,0.17003058103975535,0.20244648318042813,0.20244648318042813,58,0.5321100917431193,Lillgrund,0.44036697247706424,Siemens,0.6697247706422018,0.0,robust_enough_for_exploratory_comparison
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2019,min_5yr,>=5 steady observed years,219,4,3,1148.333333333333,179,179.0,731,728.0,0.155878084179971,0.155878084179971,0.6365747460087084,0.6339622641509436,122,0.5570776255707762,Merkur Offshore,0.3013698630136986,Vestas,0.4246575342465753,0.0,robust_enough_for_exploratory_comparison
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2016,min_5yr,>=5 steady observed years,97,1,1,767.9166666666667,110,110.0,207,205.5,0.14324470971242537,0.14324470971242537,0.2695604991861096,0.2676071622354856,65,0.6701030927835051,Gode Wind 1 and 2,1.0,Siemens,1.0,0.0,single_farm_dominated
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2015,min_5yr,>=5 steady observed years,892,13,4,7989.0,633,622.8333333333333,2128,2082.333333333333,0.07923394667668043,0.07796136354153627,0.2663662535986982,0.26065006049985395,599,0.67152466367713,Gwynt y Mor,0.17937219730941703,Siemens,0.6647982062780269,0.0,robust_enough_for_exploratory_comparison
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2011,min_5yr,>=5 steady observed years,75,3,1,977.25,72,72.0,222,222.0,0.07367613200306984,0.07367613200306984,0.227168073676132,0.227168073676132,49,0.6533333333333333,Walney 1,0.68,Siemens,1.0,0.0,single_farm_dominated
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2010,min_5yr,>=5 steady observed years,456,7,4,6364.416666666668,437,436.5,1263,1261.5,0.06866300917863642,0.06858444738323752,0.19844709517761508,0.1982114097914184,296,0.6491228070175439,Thanet,0.21929824561403508,Siemens,0.5021929824561403,0.0,robust_enough_for_exploratory_comparison
RQ9 turbine characteristics maintenance intervention intensity v1,commissioning_year,2018,min_5yr,>=5 steady observed years,538,11,4,3213.166666666666,179,177.5,774,770.0,0.05570828362466934,0.05524145443228384,0.2408838632709166,0.23963898542455525,477,0.8866171003717472,Rampion,0.21561338289962825,Vestas,0.42379182156133827,0.0,robust_enough_for_exploratory_comparison
